"","Area","Classification","Fiscal.Year","Customer","Amount"
"5515","Services","Effective Competition","2003","Other DoD",56937973.8
"5516","Services","Effective Competition","2003","Other DoD",61156
"5517","Services","No competition","2003","Other DoD",2934826
"5518","Services","No competition","2003","Other DoD",840114
"5519","Products","Effective Competition","2003","Other DoD",274457
"5520","Products","Effective Competition","2003","Other DoD",42119341
"5521","Products","Effective Competition","2003","Other DoD",2452264
"5522","Products","Effective Competition","2003","Other DoD",4279556
"5523","Products","No competition","2003","Other DoD",141241747.6
"5524","R&D","Effective Competition","2003","Other DoD",268681205
"5525","R&D","Effective Competition","2003","Other DoD",19771360
"5526","R&D","Effective Competition","2003","Other DoD",17986849
"5527","R&D","Effective Competition","2003","Other DoD",94665244
"5528","Services","Competition with single offer","2004","Air Force",265263974.2
"5529","Services","Competition with single offer","2004","Air Force",1282322
"5530","Services","Effective Competition","2004","Air Force",165803003
"5531","Services","Effective Competition","2004","Air Force",314684285
"5532","Services","Effective Competition","2004","Air Force",375755036
"5533","Services","Effective Competition","2004","Air Force",174605445
"5534","Services","Effective Competition","2004","Air Force",24374223
"5535","Services","Effective Competition","2004","Air Force",117979734.1
"5536","Services","No competition","2004","Air Force",1349004
"5537","Services","Effective Competition","2004","Air Force",3970592
"5538","R&D","No competition","2004","MDA",326239862
"5539","Services","Effective Competition","2004","MilitaryHealth",2137961618
"5540","Services","Effective Competition","2004","MilitaryHealth",-111012
"5541","Products","Unlabeled","2004","MilitaryHealth",400299
"5542",NA,"Unlabeled","2004","Navy",0
"5543","Services","Effective Competition","2004","Navy",43895
"5544","Services","Effective Competition","2004","Navy",87917694
"5545","Services","Unlabeled","2004","Navy",58102890.72
"5546","Services","Unlabeled","2004","Navy",104060400.2
"5547","Services","Competition with single offer","2004","Navy",328552646.7
"5548","Services","Competition with single offer","2004","Navy",27928427
"5549","Services","Effective Competition","2004","Navy",38462135.02
"5550","Services","No competition","2004","Navy",5384848
"5551","Services","Effective Competition","2004","Navy",723534
"5552","Products","Effective Competition","2004","Navy",4998967
"5553","Products","Effective Competition","2004","Navy",1060467143
"5554","Products","Effective Competition","2004","Navy",21343734
"5555","Products","Effective Competition","2004","Navy",7537259
"5556","Products","No competition","2004","Navy",2076797456
"5557","R&D","Effective Competition","2004","Navy",21364194
"5558","R&D","Effective Competition","2004","Navy",532882147
"5559",NA,"No competition","2004","Other DoD",17768.88
"5560","Services","Competition with single offer","2004","Other DoD",21024917
"5561","Services","Effective Competition","2004","Other DoD",17266112
"5562","Services","No competition","2004","Other DoD",7479542
"5563","Services","No competition","2004","Other DoD",3304181
"5564","Services","Effective Competition","2004","Other DoD",33471937.51
"5565","Services","Unlabeled","2004","Other DoD",119377140
"5566","Services","Unlabeled","2004","Other DoD",13141
"5567","Services","Unlabeled","2004","Other DoD",25812
"5568","Services","Effective Competition","2004","Other DoD",21050789
"5569","Services","Effective Competition","2004","Other DoD",672198
"5570","Services","Effective Competition","2004","Other DoD",165620197.5
"5571","Services","No competition","2004","Other DoD",254079.12
"5572","Services","No competition","2004","Other DoD",160947217.4
"5573","Services","Unlabeled","2004","Other DoD",797492
"5574","Products","Competition with single offer","2004","Other DoD",32289448.79
"5575","Products","Effective Competition","2004","Other DoD",22620573.98
"5576","Products","Effective Competition","2004","Other DoD",381035987.6
"5577","Products","Effective Competition","2004","Other DoD",8679770
"5578","Products","Effective Competition","2004","Other DoD",1875861.6
"5579","R&D","Effective Competition","2004","Other DoD",11470584
"5580","R&D","Unlabeled","2004","Other DoD",121427
"5581","Services","Effective Competition","2005","Air Force",6468
"5582","Services","Effective Competition","2005","Air Force",621375814.2
"5583","Services","Unlabeled","2005","Air Force",1095546912
"5584","Services","Unlabeled","2005","Air Force",297802
"5585","Services","Effective Competition","2005","Air Force",17415
"5586","Services","Effective Competition","2005","Air Force",175751350.5
"5587","Services","No competition","2005","Air Force",7849566
"5588","Services","Effective Competition","1999","MilitaryHealth",-1477892
"5589","Services","Effective Competition","1999","MilitaryHealth",1981590392
"5590","Products","Unlabeled","1999","MilitaryHealth",463251
"5591","Services","Effective Competition","1999","Navy",505739888
"5592","Services","Unlabeled","1999","Navy",59976534
"5593","Services","No competition","1999","Navy",251244592
"5594","Services","Unlabeled","1999","Navy",1356912
"5595","Services","No competition","1999","Navy",685244
"5596","Services","Effective Competition","1999","Navy",94786
"5597","Services","Effective Competition","1999","Navy",23653245
"5598","Services","Effective Competition","1999","Navy",1642384001
"5599","Products","No competition","1999","Navy",1694733878
"5600","Products","Unlabeled","1999","Navy",803230546
"5601","R&D","Effective Competition","1999","Navy",1697712
"5602","R&D","Effective Competition","1999","Navy",33912446
"5603","R&D","Effective Competition","1999","Navy",1558363412
"5604","Services","Competition with single offer","1999","Other DoD",6976695
"5605","Services","Effective Competition","1999","Other DoD",87188830
"5606","Services","Effective Competition","1999","Other DoD",67356228
"5607","Services","No competition","1999","Other DoD",2148186
"5608","Services","Unlabeled","1999","Other DoD",413224
"5609","Services","Effective Competition","1999","Other DoD",4838292
"5610","Services","Unlabeled","1999","Other DoD",519715
"5611","Products","Effective Competition","1999","Other DoD",44148650
"5612","R&D","Effective Competition","1999","Other DoD",21454998
"5613","Services","Competition with single offer","2000","Air Force",6728919
"5614","Services","Effective Competition","2000","Air Force",85301987
"5615","Services","Unlabeled","2000","Air Force",-26325
"5616","Services","Unlabeled","2000","Air Force",-121465
"5617","Services","Effective Competition","2000","Air Force",-34730
"5618","Services","Effective Competition","2000","Air Force",399693374
"5619","Services","Effective Competition","2000","Air Force",80515034.5
"5620","Services","No competition","2000","Air Force",56804256
"5621","Services","Effective Competition","2000","Air Force",96510
"5622","Services","Effective Competition","2000","Air Force",1294525
"5623","Services","No competition","2000","Air Force",1564022
"5624","Services","Effective Competition","2000","Air Force",1607482
"5625","Services","Competition with single offer","2000","Air Force",357058744
"5626","Services","Effective Competition","2000","Air Force",79399768
"5627","Services","Effective Competition","2000","Air Force",62207839
"5628","Services","Effective Competition","2000","Air Force",410005316
"5629","Services","No competition","2000","Air Force",321013679
"5630","Products","Effective Competition","2000","Air Force",723534587
"5631","Products","Effective Competition","2000","Air Force",14507422
"5632","Products","Unlabeled","2000","Air Force",11988173
"5633","R&D","Competition with single offer","2000","Air Force",1077201292
"5634","R&D","Effective Competition","2000","Air Force",8908202
"5635","R&D","Effective Competition","2000","Air Force",59031123
"5636","R&D","Effective Competition","2000","Air Force",8205253
"5637","R&D","No competition","2000","Air Force",735701569
"5638",NA,"Competition with single offer","2000","Army",3428300.77
"5639","R&D","Effective Competition","2003","Navy",363360387
"5640","R&D","Unlabeled","2003","Navy",916000
"5641","Services","Effective Competition","2003","Other DoD",6144765
"5642","Services","No competition","2003","Other DoD",4986918
"5643","Services","Competition with single offer","2003","Other DoD",39402123.39
"5644","Services","Effective Competition","2003","Other DoD",5107320
"5645","Services","Effective Competition","2003","Other DoD",609519714
"5646","Services","Unlabeled","2003","Other DoD",111777205
"5647","Services","Competition with single offer","2003","Other DoD",8169936
"5648","Services","Effective Competition","2003","Other DoD",211615859.6
"5649","Services","Effective Competition","2003","Other DoD",43431286
"5650","Services","Effective Competition","2003","Other DoD",756456
"5651","Services","Unlabeled","2003","Other DoD",2689695
"5652","Services","Unlabeled","2003","Other DoD",165150060
"5653","Products","Competition with single offer","2003","Other DoD",9579359
"5654","Products","Effective Competition","2003","Other DoD",191207801
"5655","Products","Effective Competition","2003","Other DoD",507423
"5656","R&D","Effective Competition","2003","Other DoD",4750678
"5657","R&D","Effective Competition","2003","Other DoD",18062224
"5658","R&D","No competition","2003","Other DoD",20971228
"5659","Services","Effective Competition","2004","Air Force",567818346
"5660","Services","No competition","2004","Air Force",207511609
"5661","Services","Unlabeled","2004","Air Force",867076250
"5662","Services","Effective Competition","2004","Air Force",5396927
"5663","Services","Effective Competition","2004","Air Force",15865012
"5664","Services","No competition","2004","Air Force",723404328.4
